,codmunicipio,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,MUNICIPIO,codptore,DPTO
631,47288,0,2,1,1,2,1,2,1,6,2,2,1,1,1,3,1,2,4,2,4,7,fundacion,47,Magdalena
632,47318,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,2,0,0,2,guamal,47,Magdalena
633,47541,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,pedraza,47,Magdalena
634,47545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,pijino del carmen,47,Magdalena
635,47551,4,1,0,0,2,0,1,0,1,0,0,0,1,1,3,1,1,2,2,2,0,pivijay,47,Magdalena
636,47555,0,1,0,1,3,2,3,1,0,3,0,1,0,4,3,3,1,3,0,4,6,plato,47,Magdalena
637,47570,0,1,0,0,1,0,0,0,0,1,0,2,3,1,0,0,2,0,1,0,0,puebloviejo,47,Magdalena
638,47605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,remolino,47,Magdalena
639,47675,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,salamina,47,Magdalena
640,47692,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,san sebastian de buenavista,47,Magdalena
641,47703,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,san zenon,47,Magdalena
642,47707,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,santa ana,47,Magdalena
643,47745,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,sitionuevo,47,Magdalena
644,47798,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,tenerife,47,Magdalena
645,50001,11,11,10,8,16,13,13,21,28,21,29,18,33,21,33,28,36,29,23,43,51,villavicencio,50,Meta
646,50006,2,2,3,0,0,1,3,2,1,2,3,4,3,1,1,1,2,3,6,4,3,acacias,50,Meta
647,50110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,barranca de upia,50,Meta
648,50124,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,cabuyaro,50,Meta
649,50150,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,castilla la nueva,50,Meta
650,50223,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,cubarral,50,Meta
651,50226,0,0,0,2,0,0,0,0,1,1,0,2,1,0,1,2,0,2,1,0,0,cumaral,50,Meta
652,50245,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,el calvario,50,Meta
653,50251,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,el castillo,50,Meta
654,50270,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,el dorado,50,Meta
655,50287,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,fuente de oro,50,Meta
656,50313,2,1,3,0,2,0,3,1,1,2,3,4,3,4,2,2,2,0,2,3,1,granada,50,Meta
657,50318,0,1,0,0,0,0,2,0,0,0,0,4,0,0,0,0,2,1,1,0,0,guamal,50,Meta
658,50325,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,mapiripan,50,Meta
659,50330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,mesetas,50,Meta
660,50350,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,1,0,2,0,la macarena,50,Meta
661,50370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,uribe,50,Meta
662,50400,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,lejanias,50,Meta
663,50450,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,puerto concordia,50,Meta
664,50568,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,puerto gaitan,50,Meta
665,50573,2,0,0,0,0,1,2,2,0,0,0,1,1,1,1,1,2,2,2,3,2,puerto lopez,50,Meta
666,50577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,puerto lleras,50,Meta
667,50590,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,2,0,1,0,puerto rico,50,Meta
668,50606,0,0,1,1,0,0,0,0,1,2,0,0,1,1,1,0,0,0,0,1,2,restrepo,50,Meta
669,50680,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,san carlos de guaroa,50,Meta
670,50683,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,san juan de arama,50,Meta
671,50689,0,1,1,0,1,1,0,0,2,1,1,0,2,2,0,1,0,1,2,0,1,san martin,50,Meta
672,50711,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,vistahermosa,50,Meta
673,50999,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,Meta
674,52001,10,12,13,16,18,12,18,11,14,16,26,24,20,19,26,30,25,34,22,35,38,pasto,52,Nariño
675,52019,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,1,0,1,0,alban,52,Nariño
676,52022,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,aldana,52,Nariño
677,52036,0,0,0,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,ancuya,52,Nariño
678,52051,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,arboleda,52,Nariño
679,52079,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,barbacoas,52,Nariño
680,52083,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,belen,52,Nariño
681,52110,1,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,2,2,1,buesaco,52,Nariño
682,52203,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,colon,52,Nariño
683,52207,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,consaca,52,Nariño
684,52210,0,0,0,1,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,contadero,52,Nariño
685,52215,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,cordoba,52,Nariño
686,52224,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,cuaspud carlosama,52,Nariño
687,52227,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2,0,1,cumbal,52,Nariño
688,52233,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,cumbitara,52,Nariño
689,52240,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1,0,0,0,1,0,chachagui,52,Nariño
690,52250,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,el charco,52,Nariño
691,52256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,el rosario,52,Nariño
692,52258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,el tablon de gomez,52,Nariño
693,52260,0,0,1,0,1,0,2,1,0,0,0,0,1,0,3,0,0,3,1,3,0,el tambo,52,Nariño
694,52287,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,funes,52,Nariño
695,52317,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,1,guachucal,52,Nariño
696,52320,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,1,1,1,0,0,guaitarilla,52,Nariño
697,52323,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,1,0,0,1,gualmatan,52,Nariño
698,52352,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,iles,52,Nariño
699,52354,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,imues,52,Nariño
700,52356,2,2,2,2,2,3,2,3,4,5,0,5,4,4,6,2,2,4,8,4,7,ipiales,52,Nariño
701,52378,0,1,0,3,1,1,1,0,0,1,1,1,1,1,0,0,2,0,2,0,2,la cruz,52,Nariño
702,52381,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,la florida,52,Nariño
703,52385,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,la llanada,52,Nariño
704,52399,1,1,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,1,0,0,1,la union,52,Nariño
705,52405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,leiva,52,Nariño
706,52411,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,3,0,1,1,1,0,linares,52,Nariño
707,52418,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,los andes,52,Nariño
708,52427,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,magui,52,Nariño
709,52435,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,mallama,52,Nariño
710,52473,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,mosquera,52,Nariño
711,52506,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,ospina,52,Nariño
712,52540,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,policarpa,52,Nariño
713,52560,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,potosi,52,Nariño
714,52565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,providencia,52,Nariño
715,52573,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,puerres,52,Nariño
716,52585,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,1,2,2,0,pupiales,52,Nariño
717,52612,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,ricaurte,52,Nariño
718,52621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,roberto payan,52,Nariño
719,52678,0,0,1,0,0,1,1,0,1,0,1,0,0,0,2,0,0,0,1,3,0,samaniego,52,Nariño
720,52683,1,0,0,1,3,1,1,0,0,1,1,3,0,1,2,2,0,1,0,1,0,sandona,52,Nariño
721,52685,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,san bernardo,52,Nariño
722,52687,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,san lorenzo,52,Nariño
723,52693,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0,0,0,1,1,2,san pablo,52,Nariño
724,52694,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,san pedro de cartago,52,Nariño
725,52699,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,santacruz,52,Nariño
726,52720,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,sapuyes,52,Nariño
727,52786,1,0,0,2,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,taminango,52,Nariño
728,52788,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,tangua,52,Nariño
729,52835,1,0,1,5,3,0,1,2,3,2,7,7,5,8,6,2,4,9,6,5,11,san andres de tumaco,52,Nariño
730,52838,0,1,0,0,0,0,0,1,3,1,0,2,3,0,3,2,0,1,2,0,0,tuquerres,52,Nariño
731,52885,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2,0,1,1,yacuanquer,52,Nariño
732,54001,27,23,26,22,26,33,26,45,35,34,31,34,40,49,43,46,60,59,64,69,61,san jose de cucuta,54,Norte de Santander
733,54003,0,1,0,0,0,0,0,0,1,1,1,2,1,0,1,2,2,1,0,1,2,abrego,54,Norte de Santander
734,54051,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,arboledas,54,Norte de Santander
735,54099,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,1,0,1,bochalema,54,Norte de Santander
736,54109,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,bucarasica,54,Norte de Santander
737,54125,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cacota,54,Norte de Santander
738,54128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,cachira,54,Norte de Santander
739,54172,0,0,0,0,1,0,0,0,1,1,2,2,1,0,0,0,0,0,1,0,1,chinacota,54,Norte de Santander
740,54174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,chitaga,54,Norte de Santander
741,54206,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,convencion,54,Norte de Santander
742,54223,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,cucutilla,54,Norte de Santander
743,54239,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,1,0,durania,54,Norte de Santander
744,54245,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,el carmen,54,Norte de Santander
745,54250,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,el tarra,54,Norte de Santander
746,54261,0,0,0,1,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,3,1,el zulia,54,Norte de Santander
747,54313,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,gramalote,54,Norte de Santander
748,54347,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,herran,54,Norte de Santander
749,54377,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,labateca,54,Norte de Santander
750,54385,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,la esperanza,54,Norte de Santander
751,54398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,la playa,54,Norte de Santander
752,54405,1,2,1,3,2,2,1,0,2,3,2,0,4,3,3,4,5,2,2,7,4,los patios,54,Norte de Santander
753,54418,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,lourdes,54,Norte de Santander
754,54480,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,mutiscua,54,Norte de Santander
755,54498,0,3,0,2,4,4,3,7,0,6,3,4,3,6,8,12,5,3,7,4,14,ocana,54,Norte de Santander
756,54518,6,1,4,5,0,3,1,3,1,5,3,2,2,2,0,3,2,1,3,1,4,pamplona,54,Norte de Santander
757,54520,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,pamplonita,54,Norte de Santander
758,54553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,puerto santander,54,Norte de Santander
759,54599,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,ragonvalia,54,Norte de Santander
760,54660,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,2,0,0,0,salazar,54,Norte de Santander
761,54670,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,san calixto,54,Norte de Santander
762,54673,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,san cayetano,54,Norte de Santander
763,54680,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,santiago,54,Norte de Santander
764,54720,0,0,0,0,1,1,1,0,0,0,2,0,0,0,0,1,1,0,1,1,1,sardinata,54,Norte de Santander
765,54743,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,silos,54,Norte de Santander
766,54800,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,teorama,54,Norte de Santander
767,54810,1,0,2,0,1,0,0,0,0,0,0,0,0,2,0,1,1,1,1,1,0,tibu,54,Norte de Santander
768,54820,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,toledo,54,Norte de Santander
769,54871,0,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,villa caro,54,Norte de Santander
770,54874,1,1,4,3,0,1,1,3,2,3,4,3,2,2,1,4,4,2,3,3,3,villa del rosario,54,Norte de Santander
771,63001,14,9,13,18,11,22,21,26,21,20,25,25,21,25,33,33,37,25,30,34,37,armenia,63,Quindio
772,63111,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,buenavista,63,Quindio
773,63130,6,1,6,2,2,1,4,4,5,7,3,6,3,3,6,6,8,5,6,3,6,calarca,63,Quindio
774,63190,2,0,1,1,0,3,3,4,0,3,3,0,0,3,0,1,4,1,2,0,2,circasia,63,Quindio
775,63212,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,cordoba,63,Quindio
776,63272,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,0,0,0,filandia,63,Quindio
777,63302,0,0,0,0,1,1,0,0,0,0,2,2,1,1,0,0,1,0,0,2,0,genova,63,Quindio
778,63401,1,2,1,2,1,2,1,2,1,3,2,0,2,1,4,5,1,1,4,3,2,la tebaida,63,Quindio
779,63470,1,0,0,4,0,2,1,3,2,1,1,2,2,1,5,3,3,1,6,5,1,montenegro,63,Quindio
780,63548,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,pijao,63,Quindio
781,63594,0,2,0,2,1,2,3,1,2,2,0,2,1,1,4,2,3,2,0,1,1,quimbaya,63,Quindio
782,63690,0,0,0,1,0,1,0,0,0,0,2,0,0,1,1,0,0,1,0,2,0,salento,63,Quindio
783,66001,17,34,29,20,28,38,24,36,30,29,36,29,29,38,49,33,50,67,38,51,65,pereira,66,Risaralda
784,66045,0,1,2,1,1,0,2,1,1,0,0,1,1,0,1,2,1,1,0,4,1,apia,66,Risaralda
785,66075,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,1,0,0,0,0,balboa,66,Risaralda
786,66088,0,1,2,0,1,0,0,0,0,2,2,0,1,3,1,0,3,0,4,3,2,belen de umbria,66,Risaralda
787,66170,3,6,7,4,5,8,9,12,5,8,5,13,16,15,9,15,24,13,22,24,16,dosquebradas,66,Risaralda
788,66318,0,1,0,1,0,0,0,2,0,1,1,0,1,0,2,0,0,0,1,2,0,guatica,66,Risaralda
789,66383,0,1,1,0,0,0,0,0,0,1,1,0,2,0,1,0,0,1,0,1,0,la celia,66,Risaralda
790,66400,1,1,1,1,3,1,3,2,3,4,3,2,2,3,4,4,4,2,4,3,5,la virginia,66,Risaralda
791,66440,0,0,1,2,0,0,2,1,1,1,3,1,0,1,1,1,3,0,1,1,1,marsella,66,Risaralda
792,66456,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,mistrato,66,Risaralda
793,66572,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,pueblo rico,66,Risaralda
794,66594,2,1,1,2,1,2,1,0,0,0,0,1,1,4,3,1,1,2,2,2,0,quinchia,66,Risaralda
795,66682,4,6,3,4,4,6,2,4,4,2,4,2,6,4,2,4,3,4,9,12,8,santa rosa de cabal,66,Risaralda
796,66687,2,0,2,0,2,1,0,1,1,2,0,0,1,0,1,0,1,0,0,0,2,santuario,66,Risaralda
797,68001,46,43,30,35,46,48,39,29,30,39,35,50,47,32,39,61,77,65,66,64,84,bucaramanga,68,Santander
798,68013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,aguada,68,Santander
799,68020,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,albania,68,Santander
800,68051,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,aratoca,68,Santander
801,68077,1,0,2,0,1,1,0,3,1,1,0,1,1,0,2,1,3,0,2,0,2,barbosa,68,Santander
802,68079,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2,1,barichara,68,Santander
803,68081,4,6,12,4,11,9,11,5,10,6,9,10,10,14,7,9,13,15,11,26,28,barrancabermeja,68,Santander
804,68092,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,betulia,68,Santander
805,68101,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,bolivar,68,Santander
806,68121,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,cabrera,68,Santander
807,68147,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,capitanejo,68,Santander
808,68162,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,cerrito,68,Santander
809,68167,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,2,0,0,charala,68,Santander
810,68169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,charta,68,Santander
811,68179,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chipata,68,Santander
812,68190,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,2,1,cimitarra,68,Santander
813,68207,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,concepcion,68,Santander
814,68209,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,confines,68,Santander
815,68211,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,contratacion,68,Santander
816,68217,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,coromoro,68,Santander
817,68229,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,2,curiti,68,Santander
818,68235,0,0,0,0,0,0,0,0,1,2,0,0,0,1,1,0,0,1,0,1,0,el carmen de chucuri,68,Santander
819,68245,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,el guacamayo,68,Santander
820,68250,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,el penon,68,Santander
821,68255,0,0,1,0,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,el playon,68,Santander
822,68266,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,enciso,68,Santander
823,68271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,florian,68,Santander
824,68276,6,6,10,16,14,12,23,18,19,9,17,21,16,20,12,25,23,23,18,29,32,floridablanca,68,Santander
825,68296,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,galan,68,Santander
826,68307,2,3,3,7,8,5,5,4,6,6,6,10,3,7,11,14,10,9,7,13,13,giron,68,Santander
827,68318,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,guaca,68,Santander
828,68320,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,guadalupe,68,Santander
829,68322,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,guapota,68,Santander
830,68324,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,guavata,68,Santander
831,68327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,guepsa,68,Santander
832,68344,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hato,68,Santander
833,68385,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,landazuri,68,Santander
834,68397,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,la paz,68,Santander
835,68406,0,0,0,0,0,0,1,0,1,0,2,3,0,1,1,2,1,2,2,1,0,lebrija,68,Santander
836,68418,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,los santos,68,Santander
837,68432,1,0,2,0,0,3,2,0,1,1,1,0,2,1,1,0,2,1,0,0,0,malaga,68,Santander
