,codmunre,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,codmunicipio,MUNICIPIO,codptore,DPTO
610,44874,0,1,2,1,0,0,2,1,0,1,1,0,5,2,2,1,0,1,3,2,1,44874,villanueva,44,La guajira
611,47001,12,17,18,17,14,26,27,21,24,27,16,25,25,30,37,32,33,31,48,45,49,47001,santa marta,47,Magdalena
612,47053,0,0,1,0,1,0,0,2,0,2,0,0,1,1,0,0,1,1,0,1,4,47053,aracataca,47,Magdalena
613,47189,4,4,5,1,3,0,5,4,1,8,4,10,3,2,3,5,5,7,8,14,5,47189,ciénaga,47,Magdalena
614,47245,0,0,2,0,0,1,0,1,2,3,0,5,1,1,1,3,4,0,3,5,4,47245,el banco,47,Magdalena
615,47268,1,0,0,1,0,0,1,0,2,0,1,0,0,0,1,0,3,0,0,1,0,47268,el retén,47,Magdalena
616,47288,5,6,3,2,6,4,5,1,12,3,4,7,5,7,8,5,6,10,8,9,13,47288,fundación,47,Magdalena
617,47318,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,2,0,0,2,47318,guamal,47,Magdalena
618,47545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47545,pijiño del carmen,47,Magdalena
619,47555,0,1,0,1,3,2,3,2,0,4,0,2,0,4,3,3,2,4,0,4,6,47555,plato,47,Magdalena
620,47570,0,1,0,0,1,0,0,0,0,1,0,2,3,1,0,0,2,0,1,0,0,47570,puebloviejo,47,Magdalena
621,47605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,47605,remolino,47,Magdalena
622,47675,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,47675,salamina,47,Magdalena
623,47692,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,47692,san sebastián de buenavista,47,Magdalena
624,47703,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,47703,san zenón,47,Magdalena
625,47720,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,47720,santa bárbara de pinto,47,Magdalena
626,47745,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,47745,sitionuevo,47,Magdalena
627,47980,0,0,1,0,0,1,0,0,2,1,0,2,0,1,2,1,0,3,3,1,2,47980,zona bananera,47,Magdalena
628,50001,11,11,10,8,16,13,13,21,28,21,29,18,33,21,33,28,36,29,23,43,51,50001,villavicencio,50,Meta
629,50006,2,2,3,0,0,1,3,2,1,2,3,4,3,1,1,1,2,3,6,4,3,50006,acacías,50,Meta
630,50110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,50110,barranca de upía,50,Meta
631,50124,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,50124,cabuyaro,50,Meta
632,50150,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,50150,castilla la nueva,50,Meta
633,50223,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,50223,cubarral,50,Meta
634,50226,0,0,0,2,0,0,0,0,1,1,0,2,1,0,1,2,0,2,1,0,0,50226,cumaral,50,Meta
635,50245,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50245,el calvario,50,Meta
636,50251,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,50251,el castillo,50,Meta
637,50270,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,50270,el dorado,50,Meta
638,50287,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,50287,fuente de oro,50,Meta
639,50313,2,1,3,0,2,0,3,1,1,2,3,4,3,4,2,2,2,0,2,3,1,50313,granada,50,Meta
640,50318,0,1,0,0,0,0,2,0,0,0,0,4,0,0,0,0,2,1,1,0,0,50318,guamal,50,Meta
641,50325,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,50325,mapiripán,50,Meta
642,50330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,50330,mesetas,50,Meta
643,50350,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,1,0,2,0,50350,la macarena,50,Meta
644,50370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50370,uribe,50,Meta
645,50400,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,50400,lejanías,50,Meta
646,50450,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50450,puerto concordia,50,Meta
647,50568,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,50568,puerto gaitán,50,Meta
648,50573,2,0,0,0,0,1,2,2,0,0,0,1,1,1,1,1,2,2,2,3,2,50573,puerto lópez,50,Meta
649,50577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,50577,puerto lleras,50,Meta
650,50590,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,2,0,1,0,50590,puerto rico,50,Meta
651,50606,0,0,1,1,0,0,0,0,1,2,0,0,1,1,1,0,0,0,0,1,2,50606,restrepo,50,Meta
652,50680,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,50680,san carlos de guaroa,50,Meta
653,50683,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,50683,san juan de arama,50,Meta
654,50689,0,1,1,0,1,1,0,0,2,1,1,0,2,2,0,1,0,1,2,0,1,50689,san martín,50,Meta
655,50711,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,50711,vistahermosa,50,Meta
656,52001,10,12,13,16,18,12,18,11,14,16,26,24,20,19,26,31,25,34,22,35,39,52001,pasto,52,Nariño
657,52019,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,1,0,1,0,52019,albán,52,Nariño
658,52022,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,52022,aldana,52,Nariño
659,52036,0,0,0,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,52036,ancuya,52,Nariño
660,52051,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,52051,arboleda,52,Nariño
661,52079,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,52079,barbacoas,52,Nariño
662,52083,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,52083,belén,52,Nariño
663,52110,1,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,2,2,1,52110,buesaco,52,Nariño
664,52203,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,52203,colón,52,Nariño
665,52207,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,52207,consacá,52,Nariño
666,52210,0,0,0,1,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,52210,contadero,52,Nariño
667,52215,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,52215,córdoba,52,Nariño
668,52224,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,52224,cuaspud carlosama,52,Nariño
669,52227,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2,0,1,52227,cumbal,52,Nariño
670,52233,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,52233,cumbitara,52,Nariño
671,52240,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1,0,0,0,1,0,52240,chachagüí,52,Nariño
672,52250,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,52250,el charco,52,Nariño
673,52256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,52256,el rosario,52,Nariño
674,52258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52258,el tablón de gómez,52,Nariño
675,52260,0,0,1,0,1,1,2,1,1,0,0,0,1,0,3,0,0,3,2,4,1,52260,el tambo,52,Nariño
676,52287,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,52287,funes,52,Nariño
677,52317,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,1,52317,guachucal,52,Nariño
678,52320,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,1,1,1,0,0,52320,guaitarilla,52,Nariño
679,52323,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,1,0,0,1,52323,gualmatán,52,Nariño
680,52352,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,52352,iles,52,Nariño
681,52354,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,52354,imués,52,Nariño
682,52356,2,2,2,2,2,3,2,3,4,5,0,5,4,4,6,2,2,4,8,4,7,52356,ipiales,52,Nariño
683,52378,0,1,0,3,1,1,1,0,0,1,1,1,1,1,0,0,2,0,2,0,2,52378,la cruz,52,Nariño
684,52381,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,52381,la florida,52,Nariño
685,52385,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,52385,la llanada,52,Nariño
686,52399,1,1,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,1,0,0,1,52399,la unión,52,Nariño
687,52405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,52405,leiva,52,Nariño
688,52411,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,3,0,1,1,1,0,52411,linares,52,Nariño
689,52418,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,52418,los andes,52,Nariño
690,52427,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52427,magüí,52,Nariño
691,52435,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,52435,mallama,52,Nariño
692,52473,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,52473,mosquera,52,Nariño
693,52506,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,52506,ospina,52,Nariño
694,52540,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,52540,policarpa,52,Nariño
695,52560,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,52560,potosí,52,Nariño
696,52565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,52565,providencia,52,Nariño
697,52573,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,52573,puerres,52,Nariño
698,52585,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,1,2,2,0,52585,pupiales,52,Nariño
699,52612,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,52612,ricaurte,52,Nariño
700,52621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,52621,roberto payán,52,Nariño
701,52678,0,0,1,0,0,1,1,0,1,0,1,0,0,0,2,0,0,0,1,3,0,52678,samaniego,52,Nariño
702,52683,1,0,0,1,3,1,1,0,0,1,1,3,0,1,2,2,0,1,0,1,0,52683,sandoná,52,Nariño
703,52685,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,52685,san bernardo,52,Nariño
704,52687,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,52687,san lorenzo,52,Nariño
705,52693,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0,0,0,1,1,2,52693,san pablo,52,Nariño
706,52694,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,52694,san pedro de cartago,52,Nariño
707,52699,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,52699,santacruz,52,Nariño
708,52720,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,52720,sapuyes,52,Nariño
709,52786,1,0,0,2,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,52786,taminango,52,Nariño
710,52788,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,52788,tangua,52,Nariño
711,52835,1,0,1,5,3,0,1,2,3,2,7,7,5,8,6,2,4,9,6,5,11,52835,san andrés de tumaco,52,Nariño
712,52838,0,1,0,0,0,0,0,1,3,1,0,2,3,0,3,2,0,1,2,0,0,52838,túquerres,52,Nariño
713,52885,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2,0,1,1,52885,yacuanquer,52,Nariño
714,54001,27,23,26,22,26,33,26,45,35,34,31,34,40,49,43,46,60,59,64,69,61,54001,san josé de cúcuta,54,Norte de Santander
715,54003,0,1,0,0,0,0,0,0,1,1,1,2,1,0,1,2,2,1,0,1,2,54003,ábrego,54,Norte de Santander
716,54051,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,54051,arboledas,54,Norte de Santander
717,54099,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,1,0,1,54099,bochalema,54,Norte de Santander
718,54109,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,54109,bucarasica,54,Norte de Santander
719,54125,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54125,cácota,54,Norte de Santander
720,54128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,54128,cáchira,54,Norte de Santander
721,54172,0,0,0,0,1,0,0,0,1,1,2,2,1,0,0,0,0,0,1,0,1,54172,chinácota,54,Norte de Santander
722,54174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,54174,chitagá,54,Norte de Santander
723,54206,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,54206,convención,54,Norte de Santander
724,54223,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,54223,cucutilla,54,Norte de Santander
725,54239,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,1,0,54239,durania,54,Norte de Santander
726,54245,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,54245,el carmen,54,Norte de Santander
727,54250,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,54250,el tarra,54,Norte de Santander
728,54261,0,0,0,1,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,3,1,54261,el zulia,54,Norte de Santander
729,54313,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,54313,gramalote,54,Norte de Santander
730,54347,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,54347,herrán,54,Norte de Santander
731,54377,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,54377,labateca,54,Norte de Santander
732,54385,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,54385,la esperanza,54,Norte de Santander
733,54398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,54398,la playa,54,Norte de Santander
734,54405,1,2,1,3,2,2,1,0,2,3,2,0,4,3,3,4,5,2,2,7,4,54405,los patios,54,Norte de Santander
735,54418,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,54418,lourdes,54,Norte de Santander
736,54480,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,54480,mutiscua,54,Norte de Santander
737,54498,0,3,0,2,4,4,3,7,0,6,3,4,3,6,8,12,5,3,7,4,14,54498,ocaña,54,Norte de Santander
738,54518,6,1,4,5,0,3,1,3,1,5,3,2,2,2,0,3,2,1,3,1,4,54518,pamplona,54,Norte de Santander
739,54520,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,54520,pamplonita,54,Norte de Santander
740,54553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,54553,puerto santander,54,Norte de Santander
741,54599,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,54599,ragonvalia,54,Norte de Santander
742,54660,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,2,0,0,0,54660,salazar,54,Norte de Santander
743,54670,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,54670,san calixto,54,Norte de Santander
744,54673,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,54673,san cayetano,54,Norte de Santander
745,54680,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,54680,santiago,54,Norte de Santander
746,54720,0,0,0,0,1,1,1,0,0,0,2,0,0,0,0,1,1,0,1,1,1,54720,sardinata,54,Norte de Santander
747,54743,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,54743,silos,54,Norte de Santander
748,54800,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,54800,teorama,54,Norte de Santander
749,54810,1,0,2,0,1,0,0,0,0,0,0,0,0,2,0,1,1,1,1,1,0,54810,tibú,54,Norte de Santander
750,54820,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,54820,toledo,54,Norte de Santander
751,54871,0,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,54871,villa caro,54,Norte de Santander
752,54874,1,1,4,3,0,1,1,3,2,3,4,3,2,2,1,4,4,2,3,3,3,54874,villa del rosario,54,Norte de Santander
753,63001,14,9,13,18,11,22,21,26,21,20,25,25,21,25,33,33,37,25,30,34,37,63001,armenia,63,Quindio
754,63111,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,63111,buenavista,63,Quindio
755,63130,6,1,6,2,2,1,4,4,5,7,3,6,3,3,6,6,8,5,6,3,6,63130,calarcá,63,Quindio
756,63190,2,0,1,1,0,3,3,4,0,3,3,0,0,3,0,1,4,1,2,0,2,63190,circasia,63,Quindio
757,63212,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,63212,córdoba,63,Quindio
758,63272,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,0,0,0,63272,filandia,63,Quindio
759,63302,0,0,0,0,1,1,0,0,0,0,2,2,1,1,0,0,1,0,0,2,0,63302,génova,63,Quindio
760,63401,1,2,1,2,1,2,1,2,1,3,2,0,2,1,4,5,1,1,4,3,2,63401,la tebaida,63,Quindio
761,63470,1,0,0,4,0,2,1,3,2,1,1,2,2,1,5,3,3,1,6,5,1,63470,montenegro,63,Quindio
762,63548,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,63548,pijao,63,Quindio
763,63594,0,2,0,2,1,2,3,1,2,2,0,2,1,1,4,2,3,2,0,1,1,63594,quimbaya,63,Quindio
764,63690,0,0,0,1,0,1,0,0,0,0,2,0,0,1,1,0,0,1,0,2,0,63690,salento,63,Quindio
765,66001,17,34,29,20,28,38,24,36,30,29,36,29,29,38,49,33,50,67,38,51,65,66001,pereira,66,Risaralda
766,66045,0,1,2,1,1,0,2,1,1,0,0,1,1,0,1,2,1,1,0,4,1,66045,apía,66,Risaralda
767,66075,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,1,0,0,0,0,66075,balboa,66,Risaralda
768,66088,0,1,2,0,1,0,0,0,0,2,2,0,1,3,1,0,3,0,4,3,2,66088,belén de umbría,66,Risaralda
769,66170,3,6,7,4,5,8,9,12,5,8,5,13,16,15,9,15,24,13,22,24,16,66170,dosquebradas,66,Risaralda
770,66318,0,1,0,1,0,0,0,2,0,1,1,0,1,0,2,0,0,0,1,2,0,66318,guática,66,Risaralda
771,66383,0,1,1,0,0,0,0,0,0,1,1,0,2,0,1,0,0,1,0,1,0,66383,la celia,66,Risaralda
772,66400,1,1,1,1,3,1,3,2,3,4,3,2,2,3,4,4,4,2,4,3,5,66400,la virginia,66,Risaralda
773,66440,0,0,1,2,0,0,2,1,1,1,3,1,0,1,1,1,3,0,1,1,1,66440,marsella,66,Risaralda
774,66456,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,66456,mistrató,66,Risaralda
775,66572,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,66572,pueblo rico,66,Risaralda
776,66594,2,1,1,2,1,2,1,0,0,0,0,1,1,4,3,1,1,2,2,2,0,66594,quinchía,66,Risaralda
777,66682,4,6,3,4,4,6,2,4,4,2,4,2,6,4,2,4,3,4,9,12,8,66682,santa rosa de cabal,66,Risaralda
778,66687,2,0,2,0,2,1,0,1,1,2,0,0,1,0,1,0,1,0,0,0,2,66687,santuario,66,Risaralda
779,68001,46,43,30,35,46,48,39,29,30,39,35,50,47,32,39,61,77,65,66,64,84,68001,bucaramanga,68,Santander
780,68013,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,68013,aguada,68,Santander
781,68020,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,68020,albania,68,Santander
782,68051,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,68051,aratoca,68,Santander
783,68077,1,0,2,0,1,1,0,3,1,1,0,1,1,0,2,1,3,0,2,0,2,68077,barbosa,68,Santander
784,68079,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2,1,68079,barichara,68,Santander
785,68081,4,6,12,4,11,9,11,5,10,6,9,10,10,14,7,9,13,15,11,26,28,68081,barrancabermeja,68,Santander
786,68092,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,68092,betulia,68,Santander
787,68101,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,68101,bolívar,68,Santander
788,68121,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,68121,cabrera,68,Santander
789,68147,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,68147,capitanejo,68,Santander
790,68162,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,68162,cerrito,68,Santander
791,68167,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,2,0,0,68167,charalá,68,Santander
792,68169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,68169,charta,68,Santander
793,68179,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68179,chipatá,68,Santander
794,68190,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,2,1,68190,cimitarra,68,Santander
795,68207,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,68207,concepción,68,Santander
796,68209,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,68209,confines,68,Santander
797,68211,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,68211,contratación,68,Santander
798,68217,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,68217,coromoro,68,Santander
799,68229,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,2,68229,curití,68,Santander
800,68235,0,0,0,0,0,0,0,0,1,2,0,0,0,1,1,0,0,1,0,1,0,68235,el carmen de chucurí,68,Santander
801,68245,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,68245,el guacamayo,68,Santander
802,68250,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,68250,el peñón,68,Santander
803,68255,0,0,1,0,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,68255,el playón,68,Santander
804,68266,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68266,enciso,68,Santander
805,68271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,68271,florián,68,Santander
806,68276,6,6,10,16,14,12,23,18,19,9,17,21,16,20,12,25,23,23,18,29,32,68276,floridablanca,68,Santander
807,68296,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,68296,galán,68,Santander
