,codmunre,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,codmunicipio,MUNICIPIO,codptore,DPTO
808,68307,2,3,3,7,8,5,5,4,6,6,6,10,3,7,11,14,10,9,7,13,13,68307,girón,68,Santander
809,68318,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,68318,guaca,68,Santander
810,68320,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,68320,guadalupe,68,Santander
811,68322,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,68322,guapotá,68,Santander
812,68324,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,68324,guavatá,68,Santander
813,68327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,68327,güepsa,68,Santander
814,68344,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68344,hato,68,Santander
815,68385,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,68385,landázuri,68,Santander
816,68397,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,68397,la paz,68,Santander
817,68406,0,0,0,0,0,0,1,0,1,0,2,3,0,1,1,2,1,2,2,1,0,68406,lebrija,68,Santander
818,68418,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,68418,los santos,68,Santander
819,68432,1,0,2,0,0,3,2,0,1,1,1,0,2,1,1,0,2,1,0,0,0,68432,málaga,68,Santander
820,68444,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,68444,matanza,68,Santander
821,68464,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,68464,mogotes,68,Santander
822,68468,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,68468,molagavita,68,Santander
823,68498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,68498,ocamonte,68,Santander
824,68500,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,68500,oiba,68,Santander
825,68502,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,2,0,0,1,68502,onzaga,68,Santander
826,68522,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,68522,palmar,68,Santander
827,68547,1,2,3,5,3,1,7,5,5,10,5,6,5,3,1,8,10,10,11,14,12,68547,piedecuesta,68,Santander
828,68549,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,68549,pinchote,68,Santander
829,68572,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,3,0,68572,puente nacional,68,Santander
830,68573,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,68573,puerto parra,68,Santander
831,68575,0,1,1,0,2,0,0,1,0,2,0,0,0,0,1,0,1,2,0,1,0,68575,puerto wilches,68,Santander
832,68615,1,3,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,3,0,0,2,68615,rionegro,68,Santander
833,68655,0,0,0,0,0,0,1,0,2,0,1,1,3,0,1,1,1,0,3,0,1,68655,sabana de torres,68,Santander
834,68669,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,68669,san andrés,68,Santander
835,68673,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68673,san benito,68,Santander
836,68679,3,2,2,1,3,6,3,1,3,1,8,5,2,3,1,5,6,4,3,3,2,68679,san gil,68,Santander
837,68682,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,68682,san joaquín,68,Santander
838,68684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,68684,san josé de miranda,68,Santander
839,68686,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,68686,san miguel,68,Santander
840,68689,2,1,0,1,0,0,0,1,1,0,2,1,1,2,1,1,1,1,3,0,1,68689,san vicente de chucurí,68,Santander
841,68745,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,68745,simacota,68,Santander
842,68755,1,0,0,1,2,1,0,1,0,1,1,2,1,0,1,3,3,2,2,2,4,68755,socorro,68,Santander
843,68770,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,68770,suaita,68,Santander
844,68773,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,68773,sucre,68,Santander
845,68780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,68780,suratá,68,Santander
846,68855,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,68855,valle de san josé,68,Santander
847,68861,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,1,0,1,0,1,68861,vélez,68,Santander
848,68872,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,68872,villanueva,68,Santander
849,68895,1,1,0,0,1,1,1,3,1,1,0,1,0,0,2,0,1,0,0,1,0,68895,zapatoca,68,Santander
850,70001,7,8,7,10,6,12,10,4,11,10,14,19,10,14,17,14,14,25,21,28,22,70001,sincelejo,70,Sucre
851,70110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,70110,buenavista,70,Sucre
852,70124,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,70124,caimito,70,Sucre
853,70204,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,70204,colosó,70,Sucre
854,70215,0,3,3,3,2,3,3,2,2,1,3,2,1,1,2,4,3,3,3,3,8,70215,corozal,70,Sucre
855,70230,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,70230,chalán,70,Sucre
856,70233,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,1,0,0,70233,el roble,70,Sucre
857,70235,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2,0,1,1,70235,galeras,70,Sucre
858,70265,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,70265,guaranda,70,Sucre
859,70400,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,70400,la unión,70,Sucre
860,70418,1,0,2,1,1,0,0,1,0,1,2,0,0,2,1,1,0,0,0,2,0,70418,los palmitos,70,Sucre
861,70429,0,0,0,1,0,1,1,0,0,1,0,0,2,0,0,0,0,0,1,1,0,70429,majagual,70,Sucre
862,70473,0,2,0,0,3,1,1,0,0,1,1,0,0,0,0,2,0,0,1,0,0,70473,morroa,70,Sucre
863,70508,0,0,0,3,0,2,2,0,0,0,0,0,2,0,0,1,1,0,1,0,0,70508,ovejas,70,Sucre
864,70670,1,1,0,0,0,1,2,1,1,3,1,5,0,0,0,2,0,0,2,2,1,70670,sampués,70,Sucre
865,70678,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,2,0,1,2,70678,san benito abad,70,Sucre
866,70702,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,70702,san juan de betulia,70,Sucre
867,70708,1,0,0,1,2,1,0,1,0,0,1,0,2,1,0,2,2,0,1,0,0,70708,san marcos,70,Sucre
868,70713,2,1,1,0,1,3,0,0,0,0,2,1,1,1,3,2,1,0,1,0,2,70713,san onofre,70,Sucre
869,70717,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,70717,san pedro,70,Sucre
870,70742,0,0,0,1,2,1,0,1,1,2,0,2,5,0,1,2,1,4,0,1,0,70742,san luis de sincé,70,Sucre
871,70771,0,0,1,0,0,0,0,0,1,1,0,0,0,1,3,0,0,1,0,0,0,70771,sucre,70,Sucre
872,70820,0,0,1,0,2,0,1,1,0,2,1,3,1,1,1,2,2,2,1,3,1,70820,santiago de tolú,70,Sucre
873,70823,1,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,1,1,1,1,1,70823,san josé de toluviejo,70,Sucre
874,73001,8,6,21,33,26,28,21,32,27,43,41,27,45,41,44,47,46,50,48,49,52,73001,ibagué,73,Tolima
875,73024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,73024,alpujarra,73,Tolima
876,73026,1,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,2,1,0,73026,alvarado,73,Tolima
877,73030,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,73030,ambalema,73,Tolima
878,73043,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,73043,anzoátegui,73,Tolima
879,73055,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,2,1,0,73055,armero,73,Tolima
880,73067,0,0,0,0,0,1,0,1,0,1,1,0,0,2,0,0,1,1,0,0,1,73067,ataco,73,Tolima
881,73124,0,1,0,2,0,1,2,0,2,0,0,0,2,2,0,0,2,3,0,1,1,73124,cajamarca,73,Tolima
882,73148,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,2,0,73148,carmen de apicalá,73,Tolima
883,73152,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,73152,casabianca,73,Tolima
884,73168,1,0,1,2,2,1,0,1,1,3,0,0,2,0,0,2,1,0,2,4,2,73168,chaparral,73,Tolima
885,73200,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,73200,coello,73,Tolima
886,73217,0,2,0,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,73217,coyaima,73,Tolima
887,73226,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,73226,cunday,73,Tolima
888,73236,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,73236,dolores,73,Tolima
889,73268,0,1,4,6,3,10,3,6,6,7,3,8,3,6,5,12,6,11,11,12,9,73268,espinal,73,Tolima
890,73270,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,73270,falan,73,Tolima
891,73275,0,0,1,1,1,1,1,0,1,0,1,1,3,2,4,1,3,1,4,2,5,73275,flandes,73,Tolima
892,73283,1,0,1,0,0,4,0,0,3,1,0,3,1,2,1,1,0,2,4,0,1,73283,fresno,73,Tolima
893,73319,2,2,0,1,1,3,0,1,0,3,4,4,2,0,2,1,1,1,4,2,0,73319,guamo,73,Tolima
894,73347,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,73347,herveo,73,Tolima
895,73349,2,0,0,1,1,1,3,1,1,1,1,0,1,2,4,2,3,2,5,2,7,73349,honda,73,Tolima
896,73352,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,73352,icononzo,73,Tolima
897,73408,1,0,0,2,1,0,2,0,1,0,1,1,0,0,0,2,1,0,2,3,1,73408,lérida,73,Tolima
898,73411,3,2,1,1,0,3,1,1,0,3,3,0,6,1,2,4,4,5,1,2,3,73411,líbano,73,Tolima
899,73443,1,2,2,1,0,1,0,1,1,0,2,3,2,1,0,1,5,2,3,0,4,73443,san sebastián de mariquita,73,Tolima
900,73449,0,0,0,1,0,2,2,2,2,1,1,2,2,2,2,0,0,2,2,3,3,73449,melgar,73,Tolima
901,73461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,73461,murillo,73,Tolima
902,73483,0,2,1,1,0,0,0,2,0,2,0,1,1,1,3,0,0,0,0,1,1,73483,natagaima,73,Tolima
903,73504,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,4,0,1,3,0,0,73504,ortega,73,Tolima
904,73520,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,73520,palocabildo,73,Tolima
905,73547,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,73547,piedras,73,Tolima
906,73555,1,0,0,0,0,1,0,0,0,0,1,0,0,2,1,0,2,1,0,0,0,73555,planadas,73,Tolima
907,73563,2,1,0,2,0,0,0,0,0,1,2,0,2,0,0,0,0,1,0,1,2,73563,prado,73,Tolima
908,73585,2,2,4,1,1,3,2,0,1,3,2,0,1,1,2,5,0,0,5,2,3,73585,purificación,73,Tolima
909,73616,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,73616,rioblanco,73,Tolima
910,73622,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,73622,roncesvalles,73,Tolima
911,73624,2,0,1,1,0,0,2,1,1,0,0,0,1,2,0,3,1,2,2,0,1,73624,rovira,73,Tolima
912,73671,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,3,1,0,2,0,1,73671,saldaña,73,Tolima
913,73675,0,0,0,0,0,0,0,2,0,1,0,0,1,0,2,0,2,0,0,1,0,73675,san antonio,73,Tolima
914,73678,0,1,1,1,0,0,0,2,1,0,1,0,1,1,0,1,0,0,0,0,0,73678,san luis,73,Tolima
915,73686,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,73686,santa isabel,73,Tolima
916,73770,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,73770,suárez,73,Tolima
917,73854,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,2,1,73854,valle de san juan,73,Tolima
918,73861,0,0,0,0,2,2,1,1,1,0,1,1,0,2,0,2,1,0,0,2,1,73861,venadillo,73,Tolima
919,73870,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,1,73870,villahermosa,73,Tolima
920,76001,123,137,146,145,154,151,159,141,164,191,162,166,209,185,194,211,246,231,252,257,294,76001,cali,76,Valle del Cauca
921,76020,2,1,0,0,0,1,2,0,0,2,1,1,1,1,1,1,2,1,2,0,1,76020,alcalá,76,Valle del Cauca
922,76036,0,1,0,2,1,0,0,0,0,0,4,0,0,0,4,1,2,2,1,2,2,76036,andalucía,76,Valle del Cauca
923,76041,0,0,0,1,0,2,1,0,0,1,0,1,0,0,1,2,1,1,1,0,0,76041,ansermanuevo,76,Valle del Cauca
924,76054,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,76054,argelia,76,Valle del Cauca
925,76100,0,1,0,0,2,0,1,1,1,0,2,0,1,0,0,0,0,2,1,0,3,76100,bolívar,76,Valle del Cauca
926,76109,7,7,5,9,8,12,9,10,11,9,9,10,11,13,11,18,14,11,22,13,18,76109,buenaventura,76,Valle del Cauca
927,76111,5,8,11,9,10,9,10,11,11,6,10,10,11,6,10,14,10,13,16,12,12,76111,guadalajara de buga,76,Valle del Cauca
928,76113,1,2,2,0,3,1,1,2,2,2,1,0,2,1,2,1,0,1,2,3,5,76113,bugalagrande,76,Valle del Cauca
929,76122,2,3,1,1,1,0,0,0,4,1,3,2,2,0,3,3,0,1,2,5,3,76122,caicedonia,76,Valle del Cauca
930,76126,1,0,1,1,0,0,2,0,0,0,0,2,1,0,0,0,0,2,2,1,2,76126,calima,76,Valle del Cauca
931,76130,0,3,2,2,7,4,3,4,3,4,4,1,3,3,5,5,8,3,6,2,10,76130,candelaria,76,Valle del Cauca
932,76147,9,14,8,12,6,15,15,9,16,12,18,13,9,9,8,4,13,23,15,11,18,76147,cartago,76,Valle del Cauca
933,76233,1,2,1,0,2,0,1,1,0,3,2,0,1,1,0,2,1,1,1,0,2,76233,dagua,76,Valle del Cauca
934,76243,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,76243,el águila,76,Valle del Cauca
935,76246,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,76246,el cairo,76,Valle del Cauca
936,76248,4,4,0,5,4,3,4,3,2,6,6,4,2,4,9,2,3,4,4,9,10,76248,el cerrito,76,Valle del Cauca
937,76250,0,0,0,0,0,2,0,0,1,1,0,2,1,0,0,0,0,1,1,1,1,76250,el dovio,76,Valle del Cauca
938,76275,3,1,1,6,2,0,2,6,4,5,4,6,5,2,0,2,2,6,3,2,7,76275,florida,76,Valle del Cauca
939,76306,0,1,0,1,0,0,1,1,4,2,1,0,2,1,2,3,2,0,2,2,4,76306,ginebra,76,Valle del Cauca
940,76318,2,1,0,2,4,2,0,2,1,2,3,2,2,0,2,3,0,3,6,4,0,76318,guacarí,76,Valle del Cauca
941,76364,4,0,3,5,8,8,5,5,6,6,1,2,5,12,4,6,6,9,9,17,11,76364,jamundí,76,Valle del Cauca
942,76377,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,76377,la cumbre,76,Valle del Cauca
943,76400,1,0,3,3,2,2,1,1,3,0,2,1,1,1,2,2,5,3,3,3,1,76400,la unión,76,Valle del Cauca
944,76403,0,1,1,1,1,0,2,2,1,0,0,0,0,0,0,0,5,0,1,2,1,76403,la victoria,76,Valle del Cauca
945,76497,0,0,1,1,2,0,0,1,1,2,1,2,1,1,1,0,1,4,0,0,2,76497,obando,76,Valle del Cauca
946,76520,20,19,24,18,18,22,30,21,21,17,15,24,20,28,17,26,36,25,36,38,44,76520,palmira,76,Valle del Cauca
947,76563,0,4,3,3,1,1,2,2,4,1,2,4,3,4,0,4,2,1,1,2,4,76563,pradera,76,Valle del Cauca
948,76606,0,1,2,1,1,0,0,0,0,0,0,1,0,2,2,0,0,0,3,0,0,76606,restrepo,76,Valle del Cauca
949,76616,0,0,0,0,0,1,1,0,1,0,0,1,1,0,2,0,0,0,0,0,1,76616,riofrío,76,Valle del Cauca
950,76622,1,0,3,1,2,1,2,2,1,1,1,6,4,6,2,3,1,4,1,1,2,76622,roldanillo,76,Valle del Cauca
951,76670,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,76670,san pedro,76,Valle del Cauca
952,76736,0,3,1,1,3,3,2,2,0,4,0,1,3,2,1,5,2,4,4,1,7,76736,sevilla,76,Valle del Cauca
953,76823,0,1,0,2,1,0,1,2,1,1,1,0,0,0,0,0,0,1,0,2,0,76823,toro,76,Valle del Cauca
954,76828,0,3,1,1,2,0,1,0,1,2,1,1,2,0,0,1,0,1,3,3,1,76828,trujillo,76,Valle del Cauca
955,76834,6,7,8,17,7,16,13,11,17,17,18,17,16,15,15,16,19,27,17,23,24,76834,tuluá,76,Valle del Cauca
956,76845,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,76845,ulloa,76,Valle del Cauca
957,76863,0,1,1,0,0,0,0,0,0,3,1,1,1,0,1,0,1,0,1,1,1,76863,versalles,76,Valle del Cauca
958,76869,0,1,0,2,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,76869,vijes,76,Valle del Cauca
959,76890,0,1,0,0,0,1,1,0,0,1,1,0,1,3,1,1,1,1,2,2,2,76890,yotoco,76,Valle del Cauca
960,76892,0,2,5,2,4,2,6,4,7,2,10,9,3,4,9,0,5,9,10,6,9,76892,yumbo,76,Valle del Cauca
961,76895,3,1,6,4,7,1,1,3,3,7,3,4,4,5,0,2,1,0,3,3,5,76895,zarzal,76,Valle del Cauca
962,81001,0,3,3,2,0,3,6,3,1,6,2,6,2,5,3,5,7,5,6,2,6,81001,arauca,81,Arauca
963,81065,0,0,0,0,0,0,1,0,0,0,0,2,0,2,1,1,1,2,0,4,0,81065,arauquita,81,Arauca
964,81220,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,81220,cravo norte,81,Arauca
965,81300,0,0,2,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,81300,fortul,81,Arauca
966,81591,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,81591,puerto rondón,81,Arauca
967,81736,1,0,2,0,2,1,0,2,1,3,1,2,2,3,3,3,0,3,0,0,3,81736,saravena,81,Arauca
968,81794,0,0,0,1,1,1,1,3,0,0,2,0,2,3,1,1,3,2,3,3,2,81794,tame,81,Arauca
969,85001,1,1,0,4,1,1,0,6,2,0,2,3,5,4,6,3,4,3,6,8,7,85001,yopal,85,Casanare
970,85010,0,0,0,0,0,0,0,0,0,0,3,0,1,1,2,0,1,2,1,1,1,85010,aguazul,85,Casanare
971,85015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,85015,chámeza,85,Casanare
972,85125,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,85125,hato corozal,85,Casanare
973,85139,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,2,0,0,85139,maní,85,Casanare
974,85162,0,0,0,0,1,0,0,1,1,2,0,0,1,0,4,0,0,0,0,2,0,85162,monterrey,85,Casanare
975,85230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,85230,orocué,85,Casanare
976,85250,0,1,1,2,0,1,0,2,0,2,1,0,3,0,1,1,1,1,2,2,4,85250,paz de ariporo,85,Casanare
977,85263,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,85263,pore,85,Casanare
978,85300,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85300,sabanalarga,85,Casanare
979,85325,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,85325,san luis de palenque,85,Casanare
980,85410,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,85410,tauramena,85,Casanare
981,85430,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85430,trinidad,85,Casanare
982,85440,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,3,0,1,1,1,0,85440,villanueva,85,Casanare
983,86001,0,1,0,1,0,1,3,0,2,2,0,1,1,2,1,2,0,1,3,1,2,86001,mocoa,86,Putumayo
984,86219,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,86219,colón,86,Putumayo
985,86320,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,3,0,1,3,86320,orito,86,Putumayo
986,86568,0,1,1,0,0,0,0,0,1,0,2,1,0,0,3,0,2,5,1,1,3,86568,puerto asís,86,Putumayo
987,86569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,86569,puerto caicedo,86,Putumayo
988,86571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,86571,puerto guzmán,86,Putumayo
989,86573,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,86573,puerto leguízamo,86,Putumayo
990,86749,0,0,0,0,0,1,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,86749,sibundoy,86,Putumayo
991,86755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,86755,san francisco,86,Putumayo
992,86757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,86757,san miguel,86,Putumayo
993,86760,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,86760,santiago,86,Putumayo
994,86865,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,1,0,1,1,0,86865,valle del guamuez,86,Putumayo
995,86885,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,2,1,2,1,0,86885,villagarzón,86,Putumayo
996,88001,2,2,2,4,3,5,1,6,5,7,2,1,4,5,2,4,2,2,6,4,3,88001,san andrés,88,"Archipiélago S.A, P. y Sta. C."
997,88564,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,88564,providencia,88,"Archipiélago S.A, P. y Sta. C."
998,91001,0,1,0,1,3,1,1,0,0,1,0,1,0,1,0,1,2,3,0,1,1,91001,leticia,91,Amazonas
999,94001,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,94001,inírida,94,Guainía
1000,95001,0,0,0,0,1,1,2,0,0,1,2,1,1,1,0,1,1,2,2,3,1,95001,san josé del guaviare,95,Guaviare
1001,95015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,1,95015,calamar,95,Guaviare
1002,95200,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,95200,miraflores,95,Guaviare
1003,97001,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,97001,mitú,97,Vaupés
1004,97161,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97161,carurú,97,Vaupés
1005,99001,0,2,1,0,0,0,1,1,0,3,0,0,1,0,0,0,0,0,1,1,0,99001,puerto carreño,99,Vichada
1006,99524,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,99524,la primavera,99,Vichada
1007,99624,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99624,santa rosalía,99,Vichada
1008,99773,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,99773,cumaribo,99,Vichada
